Ship_Mode,Segment,State,Region,Category,Sub_Category,Sales,Discount,Profit,Discount_%
Standard Class,Corporate,New Jersey,East,Furniture,Furnishings,77.6,0,38.024,0%
Standard Class,Corporate,New Jersey,East,Office Supplies,Binders,14.28,0,6.5688,0%
Standard Class,Consumer,Illinois,Central,Furniture,Tables,219.075,0.5,-131.445,0.5-0.8%
Second Class,Corporate,New York,East,Furniture,Furnishings,26.8,0,12.864,0%
Standard Class,Corporate,Michigan,Central,Office Supplies,Art,9.84,0,2.8536,0%
Standard Class,Home Office,New Jersey,East,Office Supplies,Binders,45.48,0,20.9208,0%
Standard Class,Home Office,New Jersey,East,Office Supplies,Art,289.2,0,83.868,0%
First Class,Consumer,Virginia,South,Office Supplies,Art,4.89,0,2.0049,0%
Second Class,Corporate,Colorado,West,Furniture,Furnishings,15.136,0.2,3.5948,0.1-0.4%
Second Class,Corporate,Colorado,West,Furniture,Chairs,466.768,0.2,52.5114,0.1-0.4%
Second Class,Corporate,Colorado,West,Furniture,Furnishings,15.232,0.2,1.7136,0.1-0.4%
Second Class,Corporate,Colorado,West,Office Supplies,Labels,6.264,0.2,2.0358,0.1-0.4%
Standard Class,Corporate,New Jersey,East,Furniture,Furnishings,87.54,0,37.6422,0%
Standard Class,Corporate,Florida,South,Technology,Phones,178.384,0.2,22.298,0.1-0.4%
Standard Class,Corporate,Florida,South,Office Supplies,Paper,15.552,0.2,5.4432,0.1-0.4%
First Class,Corporate,Pennsylvania,East,Office Supplies,Art,99.136,0.2,8.6744,0.1-0.4%
Standard Class,Home Office,New York,East,Furniture,Chairs,135.882,0.1,24.1568,0.1-0.4%
Standard Class,Home Office,New York,East,Technology,Machines,3991.98,0,1995.99,0%
Standard Class,Home Office,New York,East,Technology,Phones,275.94,0,80.0226,0%
Standard Class,Home Office,New York,East,Technology,Accessories,360,0,129.6,0%
Standard Class,Home Office,New York,East,Office Supplies,Storage,43.57,0,13.071,0%
Standard Class,Corporate,California,West,Office Supplies,Fasteners,7.16,0,3.58,0%
Standard Class,Corporate,California,West,Office Supplies,Binders,251.52,0.2,81.744,0.1-0.4%
Standard Class,Corporate,California,West,Technology,Accessories,99.99,0,34.9965,0%
Second Class,Corporate,Tennessee,South,Furniture,Furnishings,15.992,0.2,0.9995,0.1-0.4%
First Class,Consumer,Pennsylvania,East,Technology,Phones,290.898,0.4,-67.8762,0.1-0.4%
First Class,Consumer,Pennsylvania,East,Office Supplies,Storage,54.224,0.2,3.389,0.1-0.4%
First Class,Consumer,Pennsylvania,East,Furniture,Chairs,786.744,0.3,-258.5016,0.1-0.4%
First Class,Consumer,Pennsylvania,East,Office Supplies,Labels,100.24,0.2,33.831,0.1-0.4%
First Class,Consumer,Pennsylvania,East,Office Supplies,Binders,37.764,0.7,-27.6936,0.5-0.8%
Second Class,Consumer,Pennsylvania,East,Technology,Phones,82.8,0.4,-20.7,0.1-0.4%
Second Class,Consumer,Pennsylvania,East,Office Supplies,Binders,20.724,0.7,-13.816,0.5-0.8%
Second Class,Consumer,Pennsylvania,East,Office Supplies,Binders,4.896,0.7,-3.4272,0.5-0.8%
Second Class,Consumer,California,West,Office Supplies,Binders,4.752,0.2,1.6038,0.1-0.4%
Second Class,Consumer,California,West,Technology,Copiers,959.984,0.2,335.9944,0.1-0.4%
Second Class,Consumer,California,West,Office Supplies,Binders,14.368,0.2,4.49,0.1-0.4%
Standard Class,Corporate,California,West,Office Supplies,Binders,7.712,0.2,2.7956,0.1-0.4%
Standard Class,Corporate,California,West,Furniture,Tables,698.352,0.2,-17.4588,0.1-0.4%
Second Class,Consumer,Utah,West,Office Supplies,Fasteners,4.96,0,2.3312,0%
Second Class,Corporate,Pennsylvania,East,Office Supplies,Art,17.856,0.2,1.116,0.1-0.4%
Second Class,Corporate,Pennsylvania,East,Office Supplies,Binders,509.97,0.7,-407.976,0.5-0.8%
Second Class,Corporate,Pennsylvania,East,Office Supplies,Fasteners,30.992,0.2,10.0724,0.1-0.4%
Second Class,Corporate,Pennsylvania,East,Technology,Phones,71.928,0.4,8.3916,0.1-0.4%
Standard Class,Consumer,Texas,Central,Office Supplies,Storage,88.8,0.2,-2.22,0.1-0.4%
Standard Class,Consumer,California,West,Technology,Phones,47.976,0.2,4.7976,0.1-0.4%
Standard Class,Consumer,Massachusetts,East,Office Supplies,Art,7.56,0,3.0996,0%
Standard Class,Consumer,Massachusetts,East,Office Supplies,Paper,24.56,0,11.5432,0%
Standard Class,Consumer,Massachusetts,East,Office Supplies,Art,12.96,0,4.1472,0%
First Class,Home Office,New York,East,Technology,Accessories,6.79,0,2.3086,0%
First Class,Home Office,New York,East,Office Supplies,Paper,24.56,0,11.5432,0%
First Class,Home Office,New York,East,Office Supplies,Binders,3.048,0.2,1.0668,0.1-0.4%
First Class,Home Office,New York,East,Office Supplies,Paper,49.12,0,23.0864,0%
First Class,Home Office,New York,East,Office Supplies,Binders,4355.168,0.2,1415.4296,0.1-0.4%
Standard Class,Consumer,New York,East,Furniture,Bookcases,388.704,0.2,-4.8588,0.1-0.4%
Standard Class,Consumer,New York,East,Office Supplies,Envelopes,8.26,0,3.7996,0%
Standard Class,Consumer,New York,East,Office Supplies,Art,17.04,0,6.9864,0%
Standard Class,Consumer,New York,East,Office Supplies,Paper,34.4,0,15.824,0%
Standard Class,Corporate,North Carolina,South,Office Supplies,Paper,36.24,0.2,11.325,0.1-0.4%
First Class,Corporate,Georgia,South,Office Supplies,Appliances,647.84,0,168.4384,0%
First Class,Corporate,Georgia,South,Office Supplies,Labels,20.7,0,9.936,0%
Standard Class,Consumer,New York,East,Office Supplies,Labels,20.7,0,9.936,0%
Standard Class,Consumer,New York,East,Furniture,Chairs,488.646,0.1,86.8704,0.1-0.4%
Standard Class,Consumer,New York,East,Office Supplies,Art,5.56,0,1.4456,0%
Standard Class,Consumer,New York,East,Furniture,Furnishings,47.12,0,20.7328,0%
Standard Class,Consumer,California,West,Office Supplies,Storage,211.96,0,8.4784,0%
Same Day,Corporate,Connecticut,East,Office Supplies,Binders,23.2,0,10.44,0%
Same Day,Corporate,Connecticut,East,Office Supplies,Supplies,7.36,0,0.1472,0%
Same Day,Corporate,Connecticut,East,Office Supplies,Storage,104.79,0,29.3412,0%
Same Day,Corporate,Connecticut,East,Furniture,Bookcases,1043.92,0,271.4192,0%
Standard Class,Consumer,Texas,Central,Office Supplies,Paper,25.92,0.2,9.396,0.1-0.4%
Standard Class,Consumer,Texas,Central,Office Supplies,Storage,53.424,0.2,4.6746,0.1-0.4%
Standard Class,Consumer,Arizona,West,Office Supplies,Binders,8.16,0.7,-5.712,0.5-0.8%
Standard Class,Consumer,Arizona,West,Technology,Accessories,1023.936,0.2,179.1888,0.1-0.4%
Standard Class,Consumer,Arizona,West,Office Supplies,Art,9.24,0.2,0.924,0.1-0.4%
Standard Class,Consumer,Arizona,West,Technology,Accessories,479.04,0.2,-29.94,0.1-0.4%
First Class,Corporate,Illinois,Central,Office Supplies,Paper,99.136,0.2,30.98,0.1-0.4%
Standard Class,Corporate,Massachusetts,East,Furniture,Tables,1488.424,0.3,-297.6848,0.1-0.4%
Standard Class,Consumer,Texas,Central,Office Supplies,Appliances,8.652,0.8,-20.3322,0.5-0.8%
Standard Class,Consumer,Texas,Central,Office Supplies,Storage,23.832,0.2,2.6811,0.1-0.4%
Standard Class,Consumer,Texas,Central,Office Supplies,Binders,12.176,0.8,-18.8728,0.5-0.8%
First Class,Corporate,California,West,Office Supplies,Paper,50.96,0,25.48,0%
First Class,Corporate,California,West,Office Supplies,Binders,49.536,0.2,17.3376,0.1-0.4%
Second Class,Corporate,Michigan,Central,Technology,Accessories,41.9,0,8.799,0%
Standard Class,Consumer,Florida,South,Furniture,Tables,375.4575,0.45,-157.0095,0.5-0.8%
Standard Class,Consumer,Florida,South,Technology,Accessories,83.976,0.2,-1.0497,0.1-0.4%
Standard Class,Corporate,Pennsylvania,East,Technology,Machines,482.34,0.7,-337.638,0.5-0.8%
Standard Class,Corporate,Pennsylvania,East,Furniture,Furnishings,2.96,0.2,0.777,0.1-0.4%
First Class,Consumer,Ohio,East,Office Supplies,Art,2.624,0.2,0.4264,0.1-0.4%
Standard Class,Consumer,New York,East,Office Supplies,Binders,23.36,0.2,7.884,0.1-0.4%
Standard Class,Consumer,New York,East,Technology,Accessories,39.98,0,13.5932,0%
Second Class,Consumer,Washington,West,Technology,Phones,246.384,0.2,27.7182,0.1-0.4%
Second Class,Consumer,Washington,West,Technology,Copiers,1799.97,0,701.9883,0%
Second Class,Corporate,Illinois,Central,Office Supplies,Binders,12.462,0.8,-20.5623,0.5-0.8%
Standard Class,Home Office,Nevada,West,Office Supplies,Binders,75.792,0.2,25.5798,0.1-0.4%
Second Class,Corporate,Rhode Island,East,Office Supplies,Storage,49.96,0,9.4924,0%
Second Class,Corporate,Rhode Island,East,Office Supplies,Paper,12.96,0,6.2208,0%
Standard Class,Home Office,Michigan,Central,Office Supplies,Supplies,70.12,0,21.036,0%
Second Class,Consumer,Texas,Central,Office Supplies,Storage,35.952,0.2,3.5952,0.1-0.4%
Second Class,Consumer,Texas,Central,Furniture,Bookcases,2396.2656,0.32,-317.1528,0.1-0.4%
Second Class,Consumer,Texas,Central,Office Supplies,Storage,131.136,0.2,-32.784,0.1-0.4%
Second Class,Consumer,Texas,Central,Technology,Accessories,57.584,0.2,0.7198,0.1-0.4%
First Class,Consumer,Florida,South,Office Supplies,Paper,9.568,0.2,3.4684,0.1-0.4%
Standard Class,Corporate,North Carolina,South,Office Supplies,Art,39.072,0.2,9.768,0.1-0.4%
Standard Class,Consumer,New York,East,Office Supplies,Appliances,35.91,0,9.6957,0%
Standard Class,Consumer,California,West,Technology,Accessories,179.95,0,37.7895,0%
Standard Class,Consumer,California,West,Technology,Copiers,1199.976,0.2,434.9913,0.1-0.4%
Standard Class,Consumer,California,West,Office Supplies,Paper,27.15,0,13.3035,0%
Standard Class,Consumer,California,West,Furniture,Tables,1004.024,0.2,-112.9527,0.1-0.4%
Standard Class,Consumer,California,West,Office Supplies,Paper,9.68,0,4.6464,0%
Standard Class,Consumer,California,West,Office Supplies,Labels,28.35,0,13.608,0%
Standard Class,Consumer,California,West,Office Supplies,Paper,55.98,0,27.4302,0%
Standard Class,Consumer,California,West,Furniture,Bookcases,1336.829,0.15,31.4548,0.1-0.4%
Standard Class,Consumer,California,West,Furniture,Chairs,113.568,0.2,-18.4548,0.1-0.4%
Standard Class,Corporate,Washington,West,Office Supplies,Paper,139.86,0,65.7342,0%
Standard Class,Corporate,Washington,West,Furniture,Chairs,307.136,0.2,26.8744,0.1-0.4%
Standard Class,Consumer,California,West,Office Supplies,Art,95.92,0,25.8984,0%
Standard Class,Consumer,California,West,Furniture,Chairs,383.8,0.2,38.38,0.1-0.4%
Standard Class,Corporate,Kentucky,South,Office Supplies,Paper,5.78,0,2.8322,0%
Standard Class,Corporate,California,West,Office Supplies,Art,9.32,0,2.7028,0%
Standard Class,Corporate,California,West,Office Supplies,Envelopes,15.25,0,7.015,0%
First Class,Consumer,Colorado,West,Technology,Accessories,196.752,0.2,56.5662,0.1-0.4%
Standard Class,Corporate,Massachusetts,East,Furniture,Furnishings,56.56,0,14.7056,0%
Standard Class,Corporate,Massachusetts,East,Office Supplies,Storage,32.7,0,8.502,0%
Second Class,Consumer,Mississippi,South,Furniture,Chairs,866.4,0,225.264,0%
Second Class,Corporate,Michigan,Central,Furniture,Furnishings,28.4,0,11.076,0%
Second Class,Corporate,Michigan,Central,Office Supplies,Binders,287.92,0,138.2016,0%
First Class,Home Office,New York,East,Technology,Machines,69.99,0,30.0957,0%
Standard Class,Corporate,Texas,Central,Office Supplies,Art,6.672,0.2,0.5004,0.1-0.4%
Standard Class,Home Office,North Carolina,South,Office Supplies,Binders,189.588,0.7,-145.3508,0.5-0.8%
Standard Class,Home Office,North Carolina,South,Technology,Accessories,408.744,0.2,76.6395,0.1-0.4%
Standard Class,Home Office,North Carolina,South,Technology,Accessories,291.96,0.2,54.7425,0.1-0.4%
Standard Class,Home Office,North Carolina,South,Office Supplies,Storage,4.768,0.2,-0.7748,0.1-0.4%
First Class,Consumer,Massachusetts,East,Office Supplies,Storage,714.3,0,207.147,0%
Standard Class,Consumer,Florida,South,Office Supplies,Binders,4.812,0.7,-3.6892,0.5-0.8%
Standard Class,Consumer,Florida,South,Technology,Accessories,247.8,0.2,-18.585,0.1-0.4%
Second Class,Home Office,Illinois,Central,Technology,Machines,1007.979,0.3,43.1991,0.1-0.4%
Second Class,Home Office,Illinois,Central,Office Supplies,Paper,313.488,0.2,113.6394,0.1-0.4%
Standard Class,Corporate,Texas,Central,Office Supplies,Paper,31.872,0.2,11.5536,0.1-0.4%
Second Class,Corporate,New York,East,Furniture,Chairs,207.846,0.1,2.3094,0.1-0.4%
Second Class,Consumer,Michigan,Central,Furniture,Furnishings,12.22,0,3.666,0%
Second Class,Consumer,Michigan,Central,Office Supplies,Storage,194.94,0,23.3928,0%
Second Class,Consumer,Michigan,Central,Office Supplies,Storage,70.95,0,20.5755,0%
Second Class,Consumer,Michigan,Central,Office Supplies,Paper,91.36,0,42.0256,0%
Second Class,Consumer,Michigan,Central,Furniture,Chairs,242.94,0,29.1528,0%
Second Class,Consumer,Michigan,Central,Office Supplies,Labels,22.05,0,10.584,0%
Second Class,Consumer,Indiana,Central,Furniture,Furnishings,2.91,0,1.3677,0%
Second Class,Consumer,New York,East,Office Supplies,Art,59.52,0,15.4752,0%
Second Class,Consumer,New York,East,Office Supplies,Storage,161.94,0,9.7164,0%
Second Class,Consumer,New York,East,Office Supplies,Art,263.88,0,71.2476,0%
Second Class,Consumer,New York,East,Office Supplies,Art,30.48,0,7.9248,0%
Second Class,Consumer,New York,East,Office Supplies,Art,9.84,0,2.8536,0%
Second Class,Consumer,New York,East,Technology,Phones,35.12,0,9.1312,0%
Standard Class,Corporate,Ohio,East,Furniture,Tables,284.364,0.4,-75.8304,0.1-0.4%
Standard Class,Corporate,Ohio,East,Office Supplies,Storage,665.408,0.2,66.5408,0.1-0.4%
Standard Class,Corporate,Oklahoma,Central,Technology,Accessories,63.88,0,24.9132,0%
Standard Class,Consumer,California,West,Furniture,Chairs,129.568,0.2,-24.294,0.1-0.4%
Standard Class,Consumer,Illinois,Central,Furniture,Chairs,747.558,0.3,-96.1146,0.1-0.4%
Standard Class,Consumer,Illinois,Central,Office Supplies,Envelopes,8.928,0.2,3.348,0.1-0.4%
Standard Class,Consumer,Washington,West,Office Supplies,Appliances,103.92,0,36.372,0%
Standard Class,Consumer,Washington,West,Technology,Accessories,899.91,0,377.9622,0%
Standard Class,Consumer,Washington,West,Office Supplies,Binders,51.312,0.2,18.6006,0.1-0.4%
Standard Class,Home Office,Arizona,West,Furniture,Furnishings,23.56,0.2,7.068,0.1-0.4%
Standard Class,Home Office,Arizona,West,Furniture,Tables,1272.63,0.5,-814.4832,0.5-0.8%
Standard Class,Home Office,Arizona,West,Office Supplies,Binders,28.485,0.7,-20.889,0.5-0.8%
Standard Class,Home Office,Arizona,West,Office Supplies,Supplies,185.376,0.2,-34.758,0.1-0.4%
Standard Class,Home Office,Arizona,West,Office Supplies,Appliances,78.272,0.2,5.8704,0.1-0.4%
Standard Class,Home Office,Illinois,Central,Furniture,Furnishings,254.744,0.6,-312.0614,0.5-0.8%
Standard Class,Corporate,Texas,Central,Furniture,Bookcases,205.3328,0.32,-36.2352,0.1-0.4%
Second Class,Consumer,Illinois,Central,Office Supplies,Binders,4.788,0.8,-7.9002,0.5-0.8%
Standard Class,Corporate,New York,East,Office Supplies,Paper,55.48,0,26.6304,0%
Second Class,Consumer,California,West,Office Supplies,Storage,340.92,0,3.4092,0%
Second Class,Consumer,California,West,Furniture,Bookcases,222.666,0.15,10.4784,0.1-0.4%
Second Class,Consumer,California,West,Technology,Phones,703.968,0.2,87.996,0.1-0.4%
Second Class,Consumer,California,West,Office Supplies,Storage,92.52,0,24.9804,0%
Second Class,Consumer,California,West,Office Supplies,Paper,62.65,0,28.819,0%
Second Class,Consumer,California,West,Office Supplies,Paper,94.85,0,45.528,0%
Standard Class,Corporate,California,West,Technology,Phones,95.76,0.2,7.182,0.1-0.4%
Standard Class,Consumer,New York,East,Furniture,Furnishings,40.2,0,19.296,0%
Standard Class,Corporate,New York,East,Office Supplies,Art,14.7,0,6.615,0%
Standard Class,Corporate,New York,East,Office Supplies,Storage,704.25,0,84.51,0%
Standard Class,Consumer,California,West,Technology,Accessories,9.09,0,1.9089,0%
Standard Class,Consumer,New York,East,Office Supplies,Art,5.96,0,1.6688,0%
Standard Class,Consumer,New York,East,Technology,Accessories,159.98,0,57.5928,0%
First Class,Home Office,California,West,Office Supplies,Labels,29.6,0,14.8,0%
First Class,Home Office,California,West,Furniture,Bookcases,514.165,0.15,-30.245,0.1-0.4%
First Class,Home Office,California,West,Technology,Phones,279.96,0.2,17.4975,0.1-0.4%
First Class,Consumer,Illinois,Central,Technology,Phones,2735.952,0.2,341.994,0.1-0.4%
Second Class,Home Office,Texas,Central,Technology,Phones,7.992,0.2,0.5994,0.1-0.4%
Second Class,Home Office,Texas,Central,Technology,Accessories,63.984,0.2,10.3974,0.1-0.4%
Second Class,Home Office,Texas,Central,Office Supplies,Art,70.368,0.2,6.1572,0.1-0.4%
Standard Class,Consumer,New York,East,Office Supplies,Storage,449.15,0,8.983,0%
Standard Class,Consumer,New York,East,Office Supplies,Envelopes,11.07,0,5.0922,0%
Standard Class,Consumer,Washington,West,Technology,Accessories,93.98,0,13.1572,0%
Second Class,Consumer,Tennessee,South,Furniture,Tables,189.882,0.4,-94.941,0.1-0.4%
Standard Class,Consumer,Arkansas,South,Office Supplies,Envelopes,105.42,0,51.6558,0%
Standard Class,Consumer,California,West,Office Supplies,Binders,119.616,0.2,40.3704,0.1-0.4%
Standard Class,Consumer,California,West,Furniture,Furnishings,255.76,0,81.8432,0%
Standard Class,Consumer,California,West,Furniture,Chairs,241.568,0.2,18.1176,0.1-0.4%
Standard Class,Consumer,California,West,Furniture,Furnishings,69.3,0,22.869,0%
Standard Class,Corporate,Colorado,West,Office Supplies,Binders,22.62,0.7,-15.08,0.5-0.8%
Standard Class,Corporate,Colorado,West,Office Supplies,Binders,14.952,0.7,-11.9616,0.5-0.8%
Standard Class,Corporate,Colorado,West,Furniture,Chairs,801.568,0.2,50.098,0.1-0.4%
Standard Class,Corporate,Colorado,West,Office Supplies,Binders,2.376,0.7,-1.9008,0.5-0.8%
Standard Class,Corporate,Colorado,West,Office Supplies,Paper,32.792,0.2,11.8871,0.1-0.4%
Second Class,Corporate,New York,East,Office Supplies,Binders,15.92,0.2,5.373,0.1-0.4%
Standard Class,Consumer,Georgia,South,Office Supplies,Art,2.74,0,0.7398,0%
Standard Class,Consumer,Georgia,South,Office Supplies,Art,8.34,0,2.1684,0%
Standard Class,Consumer,Georgia,South,Office Supplies,Storage,46.74,0,11.685,0%
Standard Class,Consumer,Georgia,South,Office Supplies,Binders,6354.95,0,3177.475,0%
First Class,Consumer,Missouri,Central,Furniture,Furnishings,126.3,0,40.416,0%
First Class,Consumer,Missouri,Central,Technology,Accessories,38.04,0,12.1728,0%
First Class,Consumer,Ohio,East,Office Supplies,Art,7.152,0.2,0.7152,0.1-0.4%
Standard Class,Consumer,California,West,Office Supplies,Art,6.63,0,1.7901,0%
Standard Class,Consumer,California,West,Office Supplies,Art,5.88,0,1.7052,0%
Standard Class,Home Office,Montana,West,Technology,Copiers,2999.95,0,1379.977,0%
Standard Class,Home Office,Montana,West,Office Supplies,Storage,51.45,0,13.8915,0%
Standard Class,Home Office,Montana,West,Office Supplies,Paper,11.96,0,5.382,0%
Standard Class,Home Office,Montana,West,Office Supplies,Storage,1126.02,0,56.301,0%
Standard Class,Consumer,Texas,Central,Technology,Accessories,18.392,0.2,5.2877,0.1-0.4%
Standard Class,Consumer,Texas,Central,Office Supplies,Storage,129.568,0.2,-25.9136,0.1-0.4%
Standard Class,Consumer,Texas,Central,Office Supplies,Binders,14.112,0.8,-21.168,0.5-0.8%
First Class,Corporate,Michigan,Central,Furniture,Tables,210.98,0,21.098,0%
First Class,Consumer,California,West,Technology,Phones,55.176,0.2,-12.4146,0.1-0.4%
First Class,Consumer,California,West,Technology,Accessories,66.26,0,27.1666,0%
Standard Class,Consumer,Massachusetts,East,Office Supplies,Fasteners,22.2,0,10.434,0%
Standard Class,Home Office,Florida,South,Furniture,Chairs,683.952,0.2,42.747,0.1-0.4%
Standard Class,Home Office,Florida,South,Furniture,Furnishings,45.696,0.2,5.1408,0.1-0.4%
Standard Class,Consumer,Pennsylvania,East,Office Supplies,Storage,36.336,0.2,-7.2672,0.1-0.4%
Standard Class,Consumer,Pennsylvania,East,Office Supplies,Supplies,666.248,0.2,-149.9058,0.1-0.4%
Standard Class,Consumer,Pennsylvania,East,Office Supplies,Envelopes,52.512,0.2,19.692,0.1-0.4%
